acceleration.x,acceleration.y,acceleration.z,rotationRate.alpha,rotationRate.beta,rotationRate.gamma,__v
0.20511921341723252,-0.1003759509942747,0.0872625209409115,-4.778696954787074,1.085713764893304,-1.187693326114691,0
0.18883712580596565,-0.09666320925132911,0.06323517567907831,-3.9753040269275597,0.8732543670743609,-1.768213793766019,0
0.17275191478144078,-0.0929567266408069,0.04019340868328327,-3.206249148647406,0.695030761173681,-2.3590522444529665,0
0.15703867119335205,-0.08916809104898867,0.018598300253214566,-2.490554484510494,0.5686903039489627,-2.95943120745579,0
0.14180428698022,-0.08519045754953902,-0.0010916080384472378,-1.8450880551545776,0.5080197805232914,-3.567056440820591,0
0.1270740247253558,-0.08089801320524405,-0.018428952058350136,-1.2838288385008687,0.5220279894216509,-4.177787923031517,0
0.11278876597858159,-0.07614914352482559,-0.032992632612564236,-0.817255568852985,0.6143082920644285,-4.785461351587002,0
0.09881369153594224,-0.07079355565581821,-0.044409083408009975,-0.4518937128673296,0.7827272833715617,-5.381889511651056,0
0.08495774414168487,-0.06468310688725257,-0.05237836290030727,-0.19004706353008174,1.0194683650822587,-5.957060142002853,0
0.07100189950982834,-0.05768558756908181,-0.05670273424609977,-0.029730792705518518,1.3114388414587672,-6.499531686017523,0
0.05673318049191312,-0.049700277399350894,-0.057314648072456086,0.035187318045055226,1.6410268052823231,-6.997011688142682,0
0.04198060030049856,-0.04067377780618132,-0.05430061076457351,0.014640618524328079,1.9871705560723374,-7.437085957836588,0
0.026648883110537105,-0.030614446882554592,-0.047917367149938765,-0.07817523101270576,2.32668001846641,-7.808051397661426,0
0.010745926105976931,-0.019603745362441184,-0.03859718907739224,-0.2275122662518051,2.6357283072736366,-8.099792928539584,0
-0.005599452876451757,-0.007802961231982554,-0.02693984998680567,-0.4159211087375376,2.8914141364058095,-8.30463650118491,0
-0.022131933984741156,0.004545872795449529,-0.013690045309715036,-0.6252031340262253,3.073284433802882,-8.418106938515448,0
-0.03847741650327744,0.017125540346558808,0.00029950663606229686,-0.8374147353143443,3.1647038661185065,-8.439522307653355,0
-0.054163733288774545,0.029555734513583506,0.014117442249466806,-1.0358655031108042,3.1539663308502797,-8.372366160128337,0
-0.06865268639612788,0.041411111712119274,0.026852242486865664,-1.2060453074126296,3.0350637829219353,-8.224394815120126,0
-0.0813806305271398,0.05224419784075776,0.03765524045889734,-1.3364125709769539,2.8080584564928035,-8.007457166401919,0
-0.09180408738991083,0.061611648792667964,0.045802788502036326,-1.4189793337788166,2.4790414124665165,-7.7370266273755695,0
-0.09944649840130121,0.06910213870428558,0.05075201711845297,-1.4496392997185465,2.0596977123493114,-7.431466096187569,0
-0.10394217566189215,0.07436405865296498,0.05218497793506094,-1.4282031671753055,1.566531014180436,-7.1110653564188535,0
-0.10507374370481319,0.07713121856425545,0.05003684705623093,-1.358130121901479,1.0198242746061077,-6.796905420433564,0
-0.10279984230619486,0.0772448263998794,0.04450518409159665,-1.2459730545243024,0.44242685139249915,-6.5096161033988125,0
-0.09727056099215796,0.07467016342827178,0.03603886958556944,-1.1005844480052744,-0.14153830090749292,-6.2681019217256635,0
-0.08882897486970404,0.06950659481087419,0.025307124922089405,-0.9321560207297346,-0.7079592241034142,-6.088317241281966,0
-0.07799820881844799,0.06198986828561707,0.013150782816045358,-0.7511843490317135,-1.2339357888798108,-5.982173873923804,0
-0.06545460784869503,0.05248606687912431,0.0005195543463125166,-0.5674639797018836,-1.698838289787027,-5.956661916613437,0
-0.05198874665339715,0.04147708381542122,-0.011599714328759022,-0.38920751286974364,-2.0851841195946768,-6.013256220390387,0
-0.038457065451923345,0.02953805461160627,-0.022257990659144463,-0.2223788477148616,-2.379310681166884,-6.147665475797882,0
-0.025727759402861657,0.01730777853977533,-0.030616091193557383,-0.07030274645485048,-2.571837542919974,-6.349958420899854,0
-0.014625068986093162,0.00545374644105915,-0.036007896193530765,0.0664161794015066,-2.6579216400755548,-6.605073310749577,0
-0.0058762401282215285,-0.005366087897573166,-0.037989565358885244,0.18966545729782436,-2.6373159439598397,-6.89368507481305,0
-6.511851177918939e-05,-0.01454226193857869,-0.036370781973795716,0.3033211834481132,-2.514244940386379,-7.1933731825436915,0
0.0024043459370080974,-0.021550754028651087,-0.031225642819350655,0.4125313085618894,-2.2971103023784782,-7.480006308132632,0
0.0013323719682442516,-0.02598525350613778,-0.022882639456256054,0.5228699111304795,-1.9980385515640908,-7.729241196217858,0
-0.0032658290584225732,-0.02758241274861188,-0.011895045607218413,0.6394588421249632,-1.6322810771997591,-7.918025080026694,0
