accelerationX,accelerationY,accelerationZ,alpha,beta,gamma,__v
1.3968788773815934,6.90103025564208,6.899297316008335,-0.7822973603913953,10.604004729842485,-4.066927534591178,0
1.3702315479494898,6.9059690328263565,6.868129638852514,-0.6534819094182911,8.870554652380259,-3.555419144737901,0
1.3440365225265254,6.910962452637387,6.8375349962007075,-0.526043769025993,7.178174304024395,-3.0478672799214497,0
1.318868847988566,6.916006836280568,6.808115497693132,-0.40239672025669015,5.56677004331554,-2.552965407779503,0
1.2952844607344642,6.921085445582806,6.780417081507121,-0.2845606939279019,4.0722600419110195,-2.0789698045166745,0
1.2737978034094686,6.926167799171159,6.754903066512903,-0.1741276609452155,2.7249092306345917,-1.6332294520158137,0
1.2548614193002046,6.931209525857304,6.731934688848161,-0.07226445741851771,1.548049058337376,-1.2218246365473941,0
1.2388484452391735,6.936152785022692,6.7117597503385396,0.020249439336601557,0.5572495708281408,-0.8493379038241474,0
1.2260386820514935,6.940927316813646,6.6945096419872385,0.10295508461933835,-0.24002773497826224,-0.518764206397828,0
1.2166086914596648,6.945452204102878,6.680204206072332,0.1756274376058461,-0.8443048943857863,-0.2315512180444166,0
1.2106261653410948,6.949638422309829,6.668763252608581,0.2381803675875985,-1.2635311597062917,0.01225242978022132,0
1.2080486421331853,6.953392212073535,6.660023104715784,0.2905754891603133,-1.5121619101824415,0.2137726953197698,0
1.2087265070533204,6.95661922701752,6.65375632916098,0.3327463620710303,-1.6099574391919291,0.37504610618033396,0
1.2124101073569664,6.959229288872546,6.649692794873574,0.36454766243219355,-1.5805965563868583,0.498752694590944,0
1.2187607353509475,6.961141446155826,6.64754035489667,0.38573590819259196,-1.4502025451324154,0.5879770563067389,0
1.2273651622681685,6.962288916860242,6.647003722585384,0.3959845143942652,-1.2458745418247696,0.6460188383001002,0
1.237753315522947,6.962623440871591,6.647800468761361,0.39493190946924894,-0.9943069422388834,0.6762615701803594,0
1.2494185529999549,6.962118601637451,6.649673457692458,0.382257775507871,-0.7205645270821585,0.6820967161323612,0
1.2618397964066619,6.960771799026799,6.652399415801323,0.35777953179848476,-0.4470634652907135,0.6668907916442491,0
1.274504568110483,6.958604738125877,6.655793643149486,0.3215589401252699,-0.192790092287771,0.6339787143716574,0
1.2869317800972573,6.955662498388354,6.659711110861022,0.2740070367528378,0.02722793843068565,0.5866660878933307,0
1.2986930008528306,6.952011421513661,6.664044342344981,0.215974589546886,0.20219865651993935,0.5282257680243521,0
1.3094309164359321,6.9477361734509175,6.668718576240051,0.14881536029168352,0.3256038892315765,0.46187849510722934,0
1.3188738242630809,6.942936379965663,6.673684781703997,0.07441107287667174,0.3950213312139152,0.3907524018817552,0
1.3268452402822233,6.9377232054682665,6.678911159009198,-0.0048498075903014165,0.41176110922020365,0.3178209988478303,0
1.3332680231498248,6.932216154126113,6.68437381203733,-0.08614310461120112,0.38035299027613084,0.24582343894040132,0
1.3381627762696804,6.926540243721904,6.690047316876012,-0.16632878243471397,0.30792365143211947,0.17717444807724197,0
1.341640649105222,6.920823563833538,6.695895926150879,-0.24211415866603614,0.20350419516273163,0.11387419722291559,0
1.3438910121766574,6.915195106933531,6.7018661380350775,-0.31025068635905995,0.07730672948193701,0.057430156100396326,0
1.345164819563298,6.909782675632291,6.707881313064772,-0.36775020930656466,-0.059993796270570256,0.008803020386374736,0
1.3457547812279125,6.904710636919334,6.713838924143819,-0.4121025448099017,-0.19793935229259282,-0.031613148226951916,0
1.3459737137108567,6.900097321438367,6.719610857970148,-0.4414732620440189,-0.3269001630105678,-0.06397016969464377,0
1.3461325847567824,6.896051947426366,6.725046943181802,-0.45485970864044367,-0.4385910453830609,-0.0889028954615333,0
1.3465197862706428,6.892671067182521,6.729981576246539,-0.4521855367920351,-0.526470501330834,-0.10742802729418646,0
1.3473830530809343,6.890034662048261,6.734242987443627,-0.4343193631025832,-0.5860060305747985,-0.1208130846801746,0
1.3489152095814596,6.888202123480786,6.737664385818938,-0.40301121212661434,-0.6147965448447271,-0.1304275006022305,0
1.35124460274676,6.887208436862542,6.740095990053628,-0.3607499351741912,-0.6125517512361637,-0.1375898282263807,0
1.3544306959186578,6.8870609275814125,6.741416824696224,-0.3105544121915297,-0.5809381965210999,-0.1434255769120423,0
1.3584648754114832,6.887736937230216,6.74154515829573,-0.2557195023204047,-0.5233110549715053,-0.14874935501608086,0
