acceleration.x_mean,acceleration.x_std,acceleration.x_max,acceleration.x_min,acceleration.x_var,acceleration.x_freq_mean,acceleration.x_freq_max,acceleration.x_freq_min,acceleration.x_freq_var,acceleration.y_mean,acceleration.y_std,acceleration.y_max,acceleration.y_min,acceleration.y_var,acceleration.y_freq_mean,acceleration.y_freq_max,acceleration.y_freq_min,acceleration.y_freq_var,acceleration.z_mean,acceleration.z_std,acceleration.z_max,acceleration.z_min,acceleration.z_var,acceleration.z_freq_mean,acceleration.z_freq_max,acceleration.z_freq_min,acceleration.z_freq_var,rotationRate.alpha_mean,rotationRate.alpha_std,rotationRate.alpha_max,rotationRate.alpha_min,rotationRate.alpha_var,rotationRate.alpha_freq_mean,rotationRate.alpha_freq_max,rotationRate.alpha_freq_min,rotationRate.alpha_freq_var,rotationRate.beta_mean,rotationRate.beta_std,rotationRate.beta_max,rotationRate.beta_min,rotationRate.beta_var,rotationRate.beta_freq_mean,rotationRate.beta_freq_max,rotationRate.beta_freq_min,rotationRate.beta_freq_var,rotationRate.gamma_mean,rotationRate.gamma_std,rotationRate.gamma_max,rotationRate.gamma_min,rotationRate.gamma_var,rotationRate.gamma_freq_mean,rotationRate.gamma_freq_max,rotationRate.gamma_freq_min,rotationRate.gamma_freq_var,label
0.09741046802,0.1006169412,0.2160089815,-0.2062409918,0.01012376886,0.809218319,58.44628081,0.1492216203,11.10258283,9.239404118,0.06916799768,9.318918585,9.093099365,0.004784211903,9.66756762,5543.642471,0.1040560326,51129.35695,3.047394319,0.1869906994,3.41025354,2.782371913,0.03496552165,3.927883594,1828.436591,0.1556523556,5577.483358,0.004846017504,0.4368453605,3.570727947,-1.394853566,0.190833869,5.448233311,83.77222992,1.602248162,84.64033162,-0.08174734598,0.2288551109,1.027929509,-0.8134318071,0.05237466177,2.562773491,49.04840759,0.6153308938,28.81419158,0.08152890185,0.1527577848,0.506566638,-0.7379031212,0.02333494081,1.799887602,48.91734111,0.3970662719,14.72621127,1
0.1961482896,0.0779157089,0.3072542783,-0.002804881146,0.006070857694,0.8333741517,117.6889738,0.1496380267,26.0264222,9.29886239,0.081889061,9.409173001,9.172461199,0.006705818312,9.699253719,5579.317434,0.04671408469,51791.24631,2.894690589,0.2494771331,3.396924432,2.50833587,0.06223883996,4.522956143,1736.814353,0.3498998991,5044.364096,0.1428979644,0.3699025726,1.994063245,-0.8196688986,0.1368279132,4.656395065,85.73877864,1.521104522,72.52980196,-0.1582652147,0.3244433054,0.927334703,-1.242445601,0.1052634584,3.014198486,94.95912879,0.3918811981,68.99614596,0.06885120156,0.1805598191,1.705081491,-0.2295427203,0.03260184827,2.705280273,41.31072093,0.9424958348,15.05425853,1
0.1203214076,0.1163302754,0.344768475,-0.102760693,0.01353273298,0.9399734555,72.19284455,0.2076265828,15.90890163,9.297967839,0.02084265435,9.352768277,9.22905397,0.0004344162404,9.416825268,5578.780704,0.0005933402481,51782.90718,2.879089889,0.08850554953,3.07159236,2.739594114,0.007833232297,3.39377386,1727.453934,0.0492681868,4966.66956,0.04371533238,0.3372291819,1.166768363,-1.32750222,0.1137235211,3.136452072,48.8481395,0.5006374686,59.42967574,-0.2409397937,0.6291885414,1.315889487,-3.442951348,0.3958782206,4.874836725,144.5638762,0.07970198796,248.1982116,0.04400745506,0.1744919476,0.4670352428,-0.7585328053,0.03044743977,1.500241123,26.40447304,0.2324777239,17.14928665,1
0.285361314,0.03266270089,0.4143845452,0.2166569806,0.001066852029,0.4592183006,171.2167884,0.0008350588484,49.28681064,9.1812291,0.02960834674,9.208546279,9.098877364,0.0008766541968,9.314685951,5508.73746,0.0003887026373,50490.74242,3.270984805,0.05863618255,3.390767896,3.126005752,0.003438201904,3.539163915,1962.590883,0.001298238527,6409.138759,0.0654291121,0.174720353,0.6163291084,-0.5847831148,0.03052720174,2.11967438,39.25746726,0.6242153927,16.36135559,-0.1610279052,0.3209452439,0.7062759033,-1.735288104,0.1030058496,3.991408687,96.61674311,1.108928833,61.32715233,0.04535699061,0.0926749621,0.3054208878,-0.6876701551,0.0085886486,1.23917766,27.21419436,0.3548041447,4.843393195,1
-0.04644853565,0.03402109608,0.005955254798,-0.2009389896,0.001157434979,0.4046733871,27.86912139,0.1025985196,1.82402288,9.291952394,0.02007620956,9.303637161,9.198232783,0.0004030541904,9.486609892,5575.171436,0.05080255402,51714.47324,2.93537535,0.06130481307,3.119805024,2.840374452,0.003758280105,3.405233742,1761.22521,0.1096740538,5160.512661,0.06112219923,0.3635033687,1.583614042,-2.806427199,0.1321346991,5.66110704,59.65092256,2.126509575,49.34210576,-0.1345169418,0.2275379331,2.314932114,-1.230974894,0.05177351099,3.73383194,80.71016508,1.303961219,27.9277167,0.06287472635,0.1220244738,1.178757529,-0.4789421294,0.0148899722,2.195908956,37.72483581,0.8697900674,6.469015934,1
-0.540520416,0.08115134264,-0.3981662022,-0.7974781875,0.006585540412,1.113264498,324.3122496,0.05585605849,178.0027729,8.938157868,0.08159883321,9.005290312,8.730066708,0.006658369581,9.33690208,5362.894721,0.04633631294,47851.21027,3.81305422,0.177746559,4.265776291,3.609462064,0.03159383922,4.773958119,2287.832532,0.1453596343,8719.763524,0.08511873041,0.6674571288,7.689982779,-1.41161092,0.4454990188,11.17583082,75.02014842,4.314710991,146.3018367,-0.03121183337,0.5727187972,3.293036907,-1.312059118,0.3280068207,4.841796218,70.37732569,0.4992536941,173.6176021,0.04712287639,0.3093758857,1.093882992,-2.10379449,0.09571343864,4.286604188,42.38384531,1.348885678,40.28971357,1
0.2771983364,0.09546333985,0.5007321841,0.002003370241,0.009113249255,0.9835109063,166.3190019,0.1517398018,50.59489323,6.226121017,0.042937163,6.322806399,6.124807833,0.001843599966,6.443956648,3735.67261,0.0009405652661,23218.32949,7.454123961,0.04145386541,7.55592677,7.300967531,0.001718422957,7.795552136,4472.474377,0.05706557483,33278.63712,-0.05809318983,0.4654134001,1.508581665,-2.878479687,0.216609633,5.969599119,69.94626618,1.843872023,96.13794773,-0.101391818,0.2901167999,0.7056945065,-1.282637467,0.08416775758,2.361071006,60.83509077,0.1521068069,51.01001094,0.04610618662,0.2919019059,0.7069981648,-1.552054875,0.08520672266,3.369952723,45.03149346,0.8536655204,40.95771378,1
-0.2904866434,0.05528551264,0.002028433241,-0.3602121308,0.003056487908,0.7166139037,174.291986,0.06062898959,51.94679476,8.947901309,0.055904129,9.300804441,8.886103594,0.00312527164,9.517314604,5368.740785,0.1662766876,47950.25546,3.79075968,0.09292605057,3.877454448,3.341707754,0.008635250875,4.339533712,2274.455808,0.01790731077,8608.256335,0.03036861523,0.3582259029,1.890435269,-1.162626462,0.1283257975,3.463395382,45.69919869,0.5141288171,65.4253968,-0.1131061576,0.2961340382,1.29458356,-2.585173281,0.08769536861,4.112613532,67.86369456,1.272034592,43.29173746,0.0587578984,0.1339287669,0.9085244262,-0.2098034293,0.0179369146,1.558862068,35.25473904,0.3955682853,10.38565527,1
0.06881365076,0.08458073296,0.110467377,-0.3624126632,0.007153900388,0.8886001722,41.28819046,0.1960644088,6.336767185,7.714068983,0.02502164611,7.796191034,7.598695419,0.0006260827741,8.008750974,4628.44139,0.1036165974,35640.3511,5.911884422,0.04550647853,6.029611999,5.606291118,0.002070839588,6.432809073,3547.130653,0.1613789045,20930.08585,-0.03451910746,0.4819796149,0.7244493138,-6.025719054,0.2323043492,8.591531756,61.1433538,3.535722846,66.0508285,-0.04970925542,0.8569405584,11.46497497,-1.748905643,0.7343471206,15.38195128,68.73770534,6.22005877,204.7521062,0.08197967094,0.1216449086,1.285234537,-0.06451748575,0.01479748378,1.937208645,49.18780257,0.6876633413,9.143315321,1
0.06979317066,0.07384071299,0.5894581831,-0.02661104468,0.005452450894,1.009546436,41.87590239,0.3025283641,5.169486081,6.079723674,0.07667807577,6.298436579,5.818367749,0.005879527304,6.67329432,3647.834205,0.1006133228,22136.81295,7.582131051,0.06860215714,7.794684657,7.393930822,0.004706255964,8.04691978,4549.27863,0.04742991159,34431.29289,-0.1155085851,0.6468868387,6.232807315,-3.249744474,0.4184625821,9.262571536,74.60665852,2.773979517,172.8691951,-0.02005359368,0.8429523412,10.88375548,-1.533502766,0.7105686495,13.66523463,96.69823296,4.979089321,239.1332715,0.02933132465,0.2857257383,0.732488285,-1.32718409,0.08163919755,2.153943275,56.19739926,0.1366299041,44.77860366,1
-0.006076334381,0.02274976775,0.1013972137,-0.05933058344,0.0005175519327,0.2429713333,3.645800629,0.05411656622,0.2731316426,-0.06250765174,0.01470426534,0.003202240516,-0.09843423103,0.0002162154193,0.1817294288,37.50459105,0.003305628869,2.440811367,-0.07655653758,0.02667801477,-1.44E-05,-0.1547091146,0.0007117164721,0.3287997125,45.93392255,0.05431963565,3.834750984,-0.009363143233,0.6065767371,2.349733632,-1.712190024,0.367935338,4.282689653,119.8239287,0.2638663587,202.1044379,-0.1277775908,0.8309136435,4.30273229,-2.930138134,0.6904174829,7.165025101,119.8935081,0.9470141871,372.0187552,0.08401544302,0.449755383,1.883064041,-1.681739835,0.2022799045,3.407218068,80.24492927,0.2888181823,113.7916846,1
-0.003802059368,0.0215672008,0.09793758073,-0.05777410181,0.0004651441505,0.2268663767,4.311875544,0.0520200743,0.2358263866,-0.06312738877,0.01378047419,0.0007421861224,-0.09905055294,0.0001899014688,0.2347410943,37.87643326,0.05052215689,2.449687926,-0.06936931191,0.03039736426,0.2067682876,-0.1168176849,0.0009239997538,0.5346310128,41.62158715,0.167725758,3.154906394,0.2556454897,0.6214104695,2.157352325,-1.549967042,0.3861509715,5.008625415,153.3872938,0.4027481276,245.4308733,-0.1300119045,0.3952076457,1.062630687,-1.340016685,0.1561890832,3.399799346,78.00714268,0.3627056716,92.14048245,0.002507021073,0.4689275867,1.208156853,-1.727976348,0.2198930816,4.554744095,74.22222081,0.907745269,110.9740332,1
-0.006407853706,0.04585578259,0.185082832,-0.1314329364,0.002102752797,0.327111107,8.275816917,0.008939457172,1.177183603,-0.061691871,0.02155063505,-0.002380384717,-0.1331148754,0.0004644298711,0.2138002947,37.0151226,0.002810241947,2.516015095,-0.0684254964,0.03813465965,0.03476313083,-0.3050119894,0.001454252267,0.5778502888,41.05529784,0.1606006644,3.346415286,-0.06676607838,0.5728114184,1.468906083,-1.288870516,0.328112921,4.740405571,90.13724556,0.4328510209,176.7428203,-0.1455397365,0.606405395,1.609341914,-2.232658563,0.3677275031,5.297353163,105.0546877,0.6931204908,204.9159128,-0.001806246755,0.7274021657,2.470513805,-2.000905947,0.5291139107,5.975218015,127.7121967,0.8091943396,281.2379597,1
4.70E-05,0.02542373331,0.09645146548,-0.06679517777,0.0006463662155,0.2471340521,4.777515632,0.02818764016,0.3260994476,-0.06009030117,0.01424630324,-0.03407029424,-0.1046426938,0.0002029571559,0.16666766,36.0541807,0.0001847406099,2.260299804,-0.06879333122,0.02089245596,-0.01281805363,-0.1381634433,0.0004364947161,0.2171318569,41.27599873,0.005008855989,3.053827544,-0.1369358373,0.7132414762,1.593282147,-4.311480918,0.5087134034,5.356034418,95.06236489,0.03108813045,287.2830781,-0.1803661199,0.7427264275,1.246981831,-4.685470433,0.5516425461,6.075646788,111.1341114,0.5956352096,313.0395635,-0.01257467513,0.3964329216,1.091500982,-1.546044362,0.1571590613,4.152909864,87.21742423,1.099607823,76.98649085,1
-0.003596339836,0.02525551634,0.06430059839,-0.1026508294,0.0006378411055,0.2468122196,5.119050604,0.05434283685,0.3289107466,-0.0615025387,0.01468254422,-0.03113233389,-0.1160223697,0.0002155771048,0.1672314888,36.90152322,7.57E-05,2.370701675,-0.07013789083,0.02391260567,0.01104221035,-0.124146471,0.0005718127097,0.3212104506,42.0827345,0.05623468037,3.190933898,-0.03095418857,0.4852014005,1.5813351,-1.680397958,0.2354203991,3.516484905,73.94306065,0.1925951659,129.22605,0.0533799895,0.4962013274,1.55110867,-1.399864471,0.2462157573,3.84567973,64.38963837,0.08673672165,134.40364,0.0278319954,0.496196553,0.9789928924,-1.917957637,0.2462110192,4.770123507,84.47334167,0.9817167418,125.1910942,1
