accelerationX,accelerationY,accelerationZ,alpha,beta,gamma,__v
0.8034284061580685,6.101195215727308,7.7949117261303495,14.937207423857934,16.19232299610366,-0.6054712239502231,0
0.786795689135663,6.140851765010915,7.716645132556556,12.592310799789823,13.65186530705445,-0.4336205405496745,0
0.7704591198153605,6.179549920766558,7.640066069666044,10.297832663010048,11.177510821343768,-0.26969983566869116,0
0.754801335630866,6.216410661486681,7.566859937999997,8.106157944105501,8.82688798828242,-0.11881020071636825,0
0.7401601700452305,6.250649105858906,7.498559700933967,6.064928287983222,6.651297351052958,0.014721173459467628,0
0.7268129862785827,6.281614198753415,7.436468862033393,4.214941112585214,4.693354177941025,0.12752689405989903,0
0.7149660587087986,6.308819300925137,7.381601176144782,2.5885070734728384,2.9852239014493103,0.21732488552185114,0
0.704749570720078,6.331961904012318,7.334640563214488,1.2083461971146419,1.5475455688752113,0.2829778302724341,0
0.6962182399274907,6.350931618715333,7.295922811922705,0.08705683127452649,0.38907822752913146,0.3244861487852649,0
0.6893570649242703,6.365806512933483,7.2654388326489965,-0.7728506234338577,-0.49295200298318004,0.3429187955600126,0
0.684091263982389,6.376838739358027,7.242857588582146,-1.378398955667669,-1.1118751890618561,0.34028976943977357,0
0.6802991758854181,6.384431125677772,7.2275655166871,-1.7451406398283855,-1.4900794982711616,0.31939069844886775,0
0.6778267281670168,6.389106946871628,7.218718342303852,-1.8957991097193445,-1.6571248667081109,0.283591280066828,0
0.6765020476688243,6.391475412306184,7.215300747515216,-1.8586620862419132,-1.6476141439199827,0.2366200031293574,0
0.6761488834223639,6.392195458643198,7.216189370713986,-1.6658401496072226,-1.498969280153876,0.18233773700754982,0
0.6765977174674613,6.39194025392363,7.220215029015608,-1.3515017344136404,-1.2492529236337997,0.12451665590047566,0
0.6776937360931113,6.391364434264287,7.226220753010692,-0.9501863527672907,-0.9351612391120948,0.06663661292334234,0
0.679301199102392,6.391075584458167,7.233113063674843,-0.4952823405438411,-0.5902932420760905,0.011710346784721921,0
0.6813041497836462,6.391610920613334,7.239904765173108,-0.017735382147339804,-0.24377672995255897,-0.03785243827285301,0
0.683603816680286,6.393419613870315,7.245748269942362,0.4549686844181617,0.08069760926923682,-0.08033420362162379,0
0.6861134244156412,6.396850766046961,7.249959063363869,0.8995267059665717,0.36541240003448494,-0.11474694241459672,0
0.6887514068414552,6.402146740774225,7.252029357915988,1.2972485648684562,0.5987382309101907,-0.14081644231543242,0
0.6914341640814624,6.409441371510542,7.251632318675627,1.6342154890400211,0.7748620583545949,-0.1589161849268312,0
0.6940695099434119,6.418762493132563,7.248617510573757,1.9012007002029563,0.8931874734777736,-0.16995775634825858,0
0.6965518265587148,6.430038242299251,7.242998461900608,2.0933954680478877,0.9574819232066651,-0.17524836700566984,0
0.698759704490437,6.443106602575589,7.234933481526979,2.20998710364909,0.9748562309999592,-0.17632892588216204,0
0.7005565301232479,6.457727699621505,7.224701112711815,2.2536342770080546,0.9546650155903579,-0.17480770070508042,0
0.7017941211028457,6.473598361275502,7.212671833626985,2.2298804236157266,0.9074131551848865,-0.17220467310042917,0
0.7023191426326819,6.490368442388481,7.199277782068261,2.1465393818508423,0.8437440450559857,-0.1698201796881421,0
