accelerationX,accelerationY,accelerationZ,alpha,beta,gamma,__v
1.5008576056986784,6.500492524956325,7.304701408671405,5.563728833596945,6.741280949548965,-6.265315228759494,0
1.450801215698638,6.538957040116754,7.222981161004997,4.932445263710166,6.043387938592617,-5.0107118023339385,0
1.400979375912972,6.577270895581066,7.143594191196163,4.303484368023796,5.385600418536013,-3.7925328880327576,0
1.3519599094522279,6.614631641686922,7.068797967825569,3.6902093373335645,4.782776622271374,-2.6442601107578696,0
1.304276519726833,6.6502462826039865,7.00062247274543,3.1056227132334255,4.24589928945976,-1.5961049598592707,0
1.2584018606098724,6.683368851081872,6.94078272979787,2.5613849026747637,3.781726657216169,-0.6736127642830342,0
1.2147282449080545,6.713333568583733,6.890610304133134,2.066987999137115,3.392679681522505,0.10346035921458253,0
1.173557212572809,6.7395818127302425,6.85100730700731,1.6291420051968237,3.0769606807800116,0.7219379861462026,0
1.1350980520811547,6.761681784107176,6.822424776845633,1.251409529827641,2.828883211446653,1.175643802224095,0
1.099474356770701,6.779340445708584,6.804865543266295,0.9341037702993679,2.6393842779550543,1.4654370014249467,0
1.0667368979339604,6.792407937441673,6.797909988485222,0.6744442137667399,2.496687376911968,1.5988702267795156,0
1.0368805578840627,6.800875192283426,6.800761677949913,0.46694576919996406,2.3870853725904464,1.5895000392328507,0
1.009862813573694,6.804865860833871,6.81230877091972,0.3040004222761552,2.2958119882210606,1.4559014124529874,0
0.9856213035058523,6.804623867453726,6.831196489544658,0.17659630785170247,2.207967287188369,1.2204564315097906,0
0.9640883362524783,6.800497970754924,6.855905695723482,0.07510803130896487,2.109455890081873,0.9080008204367106,0
0.9452007714569282,6.79292458985438,6.8848327421335505,-0.00991427418041824,1.9878888212102719,0.544418248741417,0
0.9289044601599226,6.782409902837238,6.9163661731305,-0.08702909892947772,1.833393553505744,0.15527083869999406,0
0.9151532745323512,6.769511868818765,6.948956500947686,-0.1633236263496902,1.6392745779934228,-0.235454453771373,0
0.9039035598160636,6.754822448439292,6.981176107710383,-0.2440145428409649,1.4024706062153858,-0.6064180559117192,0
0.8951054686945723,6.738949998069379,7.011767244027905,-0.33225052687358037,1.1237653509979852,-0.9397702058879543,0
0.8886929904417158,6.722501673596739,7.039677031703844,-0.42911240351454755,0.8077264538320715,-1.2217332150519031,0
0.8845745283708275,6.706065735464671,7.064079267109348,-0.5337861706266487,0.46236977946130514,-1.4429107104271337,0
0.8826256379177772,6.69019387444199,7.084383607366252,-0.6438706459182443,0.09857100857556171,-1.5983274218963408,0
0.8826850872527442,6.675384008710122,7.100233347854028,-0.7557754912906391,-0.2707302395916573,-1.6872181588670023,0
0.8845548397602522,6.662064342359173,7.111493420991824,-0.8651651129052352,-0.6314696970154661,-1.7125980647317547,0
0.8880039863076697,6.650579719905497,7.118230452286618,-0.9674075288680293,-0.9694648168603365,-1.680657416063484,0
0.8927761620637531,6.641181373499569,7.120686738812448,-1.0579935028038436,-1.2714072711384647,-1.6000323299976313,0
0.8985996186198414,6.634020999407585,7.11924994135246,-1.1328992762307735,-1.525764030317214,-1.4810071335322328,0
0.9051989003161502,6.629149746124209,7.114420177165051,-1.1888752478875564,-1.723520474371159,-1.3347046125608728,0
0.9123069850706856,6.6265222332497435,7.106776100502982,-1.223651785831752,-1.8587160299802026,-1.1723170162104821,0
0.9196767793269371,6.626005252189508,7.096941451316574,-1.236060893424121,-1.928743416703301,-1.0044238756227386,0
0.9270909872554912,6.627390407318261,7.085553410303415,-1.2260781559905483,-1.9344039200049141,-0.8404329118513205,0
0.9343695867715418,6.630409677084483,7.073233907396298,-1.194793341893177,-1.8797307760093125,-0.6881682927580928,0
0.9413744152342722,6.634752715198048,7.060564798665499,-1.1443203609117658,-1.7716089844492138,-0.5536173005988969,0
0.9480106653934817,6.64008467018255,7.0480675708886205,-1.0776580117402788,-1.6192316184708093,-0.44083338536144145,0
0.9542253818685177,6.646063373273277,7.036187976352342,-0.9985123553166217,-1.4334397786274895,-0.3519818770372022,0
0.9600032965327319,6.652354916561907,7.025285769804741,-0.9110904328901004,-1.2259963976096526,-0.28750529518211526,0
0.9653605230682639,6.6586468868753705,7.015629534446753,-0.819874424805068,-1.008844252100543,-0.24637887725066399,0
0.9703367344578355,6.66465879880591,7.007396438008843,-0.72938581725435,-0.7933966453515795,-0.22642402124963912,0
0.9749864733764313,6.670149547569627,7.000676615369943,-0.6439504098844031,-0.5899053644255764,-0.22464777639570896,0
0.9793702103696745,6.674921950578096,6.995481682442546,-0.567475946873953,-0.40694408285517136,-0.2375797068793326,0
0.9835456980894682,6.678824642812374,6.991756627738496,-0.5032536338931001,-0.2510358507009166,-0.26158234212936116,0
0.9875601041570012,6.681751720612033,6.989394042040072,-0.45379254304271327,-0.1264410423908671,-0.2931170119556705,0
0.9914433575312386,6.683640592028431,6.988249422128433,-0.42069280057636244,-0.03510850819327584,-0.32895261452259134,0
0.9952031049270531,6.684468505738895,6.988156215569269,-0.4045609060461343,0.023220396235849008,-0.3663106426749492,0
0.9988216193861943,6.684248214900976,6.988939406110522,-0.4049694373018242,0.050776068341305956,-0.402945447837172,0
1.002254911368794,6.683023197797951,6.990426746888889,-0.4204635536570553,0.05142200839998775,-0.43716382845198704,0
1.0054341607834125,6.680862801214264,6.992457150915286,-0.44861711511728475,0.030246280497933282,-0.46779207930961375,0
1.0082694284919,6.677857587845491,6.994886155880735,-0.48614085593083123,-0.0068827961961411485,-0.49410142212039526,0
