_id,timestamp,acceleration.x,acceleration.y,acceleration.z,rotationRate.alpha,rotationRate.beta,rotationRate.gamma,__v
67497452bc4d73f21578861d,2024-11-29T07:59:13.294Z,0,0,0,-0.5,0.4,-0.1,0
67497452bc4d73f21578861e,2024-11-29T07:59:13.311Z,0,0,0,-0.5,0.6000000000000001,0.1,0
67497452bc4d73f21578861f,2024-11-29T07:59:13.327Z,0,0,0,0.1,0.5,0.4,0
67497452bc4d73f215788620,2024-11-29T07:59:13.344Z,0,0,0,0.4,0,0.7,0
67497452bc4d73f215788621,2024-11-29T07:59:13.361Z,0,0,-0.1,-0.30000000000000004,-0.5,0.2,0
67497452bc4d73f215788622,2024-11-29T07:59:13.377Z,0,0.1,-0.1,-1,-0.7,-0.4,0
67497452bc4d73f215788623,2024-11-29T07:59:13.395Z,0,0,0,-0.4,-0.30000000000000004,-0.30000000000000004,0
67497452bc4d73f215788624,2024-11-29T07:59:13.412Z,0,0,0.1,0.9000000000000001,0.2,0.2,0
67497452bc4d73f215788625,2024-11-29T07:59:13.427Z,0,0,0.1,1.3,0.2,0.2,0
67497452bc4d73f215788626,2024-11-29T07:59:13.444Z,0,0,0.1,0.9000000000000001,0.1,-0.30000000000000004,0
67497452bc4d73f215788627,2024-11-29T07:59:13.461Z,0,0,0,0.1,0,-0.8,0
67497452bc4d73f215788628,2024-11-29T07:59:13.478Z,0,0,0,-0.30000000000000004,0,-0.7,0
67497452bc4d73f215788629,2024-11-29T07:59:13.495Z,0,0,0,0,0.1,-0.2,0
67497452bc4d73f21578862a,2024-11-29T07:59:13.511Z,0,-0.1,0.1,0.5,0.6000000000000001,0.30000000000000004,0
67497452bc4d73f21578862b,2024-11-29T07:59:13.527Z,0,0,0,0.6000000000000001,1.1,0.6000000000000001,0
67497452bc4d73f21578862c,2024-11-29T07:59:13.544Z,0,0,0,0.30000000000000004,1.1,0.4,0
67497452bc4d73f21578862d,2024-11-29T07:59:13.561Z,0.1,0.1,-0.1,-0.1,0.30000000000000004,-0.5,0
67497452bc4d73f21578862e,2024-11-29T07:59:13.578Z,0.1,0.1,-0.1,-0.2,-0.5,-1.4,0
67497452bc4d73f21578862f,2024-11-29T07:59:13.595Z,0,0,-0.1,0,-0.9000000000000001,-1.6,0
67497452bc4d73f215788630,2024-11-29T07:59:13.611Z,-0.1,0,0,0.30000000000000004,-0.9000000000000001,-0.7,0
67497452bc4d73f215788631,2024-11-29T07:59:13.627Z,-0.1,0,0,0.6000000000000001,-0.2,0.1,0
67497452bc4d73f215788632,2024-11-29T07:59:13.644Z,-0.1,0,0,0.6000000000000001,0.30000000000000004,0.4,0
67497452bc4d73f215788633,2024-11-29T07:59:13.666Z,0,0,0,0,0.7,0.2,0
