acceleration.x,acceleration.y,acceleration.z,rotationRate.alpha,rotationRate.beta,rotationRate.gamma,__v
-0.2002364240048108,0.200388169501854,-0.6885228859116543,-9.786600581417952,26.538317244526183,0.1459041616122701,0
-0.16920193832245234,0.15878470501027991,-0.5231921059684116,-9.309916853481553,21.43322752513322,0.09461207290962902,0
-0.13869617472949425,0.11829432223833122,-0.3628380539240965,-8.821114090792204,16.50917104714542,0.06648262400099762,0
-0.10969492754358444,0.08002268491120426,-0.2119236773246368,-8.318338827115955,11.904488837015464,0.06504740312266308,0
-0.08307513552483957,0.044954689193078025,-0.07445884720929968,-7.8015391722001945,7.741840629076319,0.09290822909608572,0
-0.0595551757040205,0.013904392749295624,0.04619833861124242,-7.272835231837256,4.122262042221362,0.15163383508311432,0
-0.03965218852842607,-0.012522482110965169,0.14749784341958458,-6.7366251422312295,1.1204680764749553,0.2416014178818985,0
-0.023659368002904815,-0.03395131932591381,0.22780259016728768,-6.199409344377919,-1.2183143408167985,0.36179822906421444,0
-0.011643736563243762,-0.05024591117970906,0.28643720609470197,-5.669351012814991,-2.8798099411746216,0.5096166524939882,0
-0.0034626134150535512,-0.06150093125237919,0.32368011971569854,-5.155620009799999,-3.8804012197788276,0.680688095794469,0
0.001204917211960396,-0.06802141751756771,0.3407024745699672,-4.667588074110976,-4.265143986634987,0.8688049448535181,0
0.002816476892388174,-0.0702919797615752,0.3394606793191602,-4.213952989378609,-4.104266900195463,1.0659757605323337,0
0.0019202025847725106,-0.06893890609136967,0.3225519446246783,-3.801869833966578,-3.488416453737687,1.2626475762195875,0
-0.0008910050634288652,-0.06468838291690271,0.2930437269288571,-3.4361603195581365,-2.522971926008142,1.4481116842743857,0
-0.005020594987595858,-0.058323738488121335,0.2542885941674947,-3.118660064781779,-1.3217935764794666,1.6110873243832813,0
-0.009901904973730532,-0.05064410559751861,0.20973577146119454,-2.8477518139131326,-0.0007827258808211354,1.7404537429174578,0
-0.015022578705405626,-0.04242631926050645,0.1627497279352909,-2.618122006678415,1.3283743116327735,1.8260785074273094,0
-0.019939630822318744,-0.03439132784968612,0.11644484583315806,-2.4207684863347505,2.563933371018218,1.859672151036652,0
-0.02428604643623794,-0.02717594667606716,0.07354363275998078,-2.243276861301366,3.6189903099787286,1.835588811009852,0
-0.027770622186168315,-0.021310417474217098,0.036264206979107226,-2.0703705406296775,4.425308881296412,1.751490884486552,0
-0.03017321501674577,-0.017201940374640817,0.0062409923824089915,-1.884724115185036,4.935908898418187,1.60880308483305,0
-0.03133763848696617,-0.015124118418291985,-0.015519219548393658,-1.668011761856074,5.1263233780162665,1.4128970158263252,0
-0.03116417704228176,-0.015212112562870578,-0.028645402009664957,-1.4021423966760647,4.99451426165496,1.1729700240885759,0
-0.029603185748588095,-0.01746324690824418,-0.03337582724811267,-1.070612651027244,4.559514265522443,0.90160923338429,0
-0.0266506488308143,-0.021742797629189365,-0.030499783587011015,-0.6598895774120881,3.858931933920925,0.6140601522614363,0
-0.02234601050408138,-0.027794695700715594,-0.021271728400808324,-0.16072043898790567,2.9455137187936407,0.3272458239324556,0
-0.016772136852474345,-0.03525683843178005,-0.007303445717273328,0.43073953543453836,1.8829983280356908,0.05860452149697193,0
-0.010056926456350741,-0.043680634010737254,0.009559141524909952,1.1120862502523436,0.7415241118934423,-0.17517012756563038,0
-0.002375829409742638,-0.05255430571890935,0.027367090213141012,1.8742017378550175,-0.40713887143462413,-0.3593935037465177,0
0.006045675388756239,-0.06132935245820451,0.04419969644723366,2.7012287221387106,-1.4942616406082296,-0.4825628270510834,0
0.014930769820729491,-0.06944937751951649,0.058288149381256676,3.571017175850326,-2.4584736944285748,-0.5373448266332733,0
0.023952403821548836,-0.07638024773201604,0.06812428360808795,4.45604176218696,-3.249482376191442,-0.5212916286202777,0
0.03273810894714569,-0.08164025748740199,0.07254797424364463,5.324755133273278,-3.830977296747837,-0.4372102329216283,0
0.04087970466508996,-0.08482870686301516,0.07080798296214778,6.143308311185883,-4.182540079789702,-0.2931294104415488,0
0.047948791094723935,-0.08565112650897135,0.06259281751683465,6.877536867932985,-4.3004317880448175,-0.10183441678409905,0
0.05351840362344518,-0.08393934155971475,0.04803040653732635,7.495083284471211,-4.197198391481409,0.1200251835690079,0
0.057190450484787006,-0.07966468061980775,0.027657939621420016,7.967505931507068,-3.900115418207233,0.35320832398228763,0
0.05862759266197434,-0.07294290200963638,0.002365730515120849,8.272217224451179,-3.4485800370503936,0.5774472525556511,0
0.057587150264428545,-0.06402983665146698,-0.026678995541028608,8.394099268446347,-2.8906446831005486,0.7731778039442572,0
0.053953607530143985,-0.05330737369029705,-0.05812126766286585,8.32666412656115,-2.2789635496502183,0.9232804574466477,0
0.0477655816810569,-0.041260266814417114,-0.09051312691454015,8.072655682325669,-1.6664837852727472,1.0146633649166734,0
0.03923296990649443,-0.028445243316276066,-0.12240725106002494,7.644028417414678,-1.1022471314755866,1.0395215499555572,0
0.028740572396864915,-0.015454857174572437,-0.15244389361924787,7.06128288475127,-0.6276646521369172,0.9961292877260299,0
0.016835825347459102,-0.002879209549938719,-0.17942686125085475,6.352185886893275,-0.2735810867863818,0.8890663267470913,0
0.004200170731868168,0.008731084589712983,-0.20238529836356944,5.54995259510969,-0.05835930775035357,0.7288403693488492,0
-0.00839432715351204,0.018897506908565013,-0.22061873899883622,4.6910145112879595,0.012897442924094614,0.5309400844318726,0
-0.020139637178355166,0.027239256162567217,-0.23372333675718177,3.8125371613989727,-0.05201189679225698,0.31442276655612217,0
-0.030252845731911743,0.03349023448872532,-0.2415976663729194,2.9498805337519274,-0.23376787478656386,0.10019587706553726,0
-0.03803810574419754,0.0375068447519841,-0.24442730326678724,2.1342096191266933,-0.5037429359146897,-0.09081731555955376,0
-0.04294379628506624,0.039267091925307994,-0.24264871438166083,1.3904585509987797,-0.826801339848978,-0.2394348924393794,0
-0.04460968902520778,0.038862261651433604,-0.23689480598946613,0.7358275612030193,-1.164425754205142,-0.3297267456427185,0
-0.042899795940855794,0.036482822589435374,-0.22792649783368144,0.17894757729561428,-1.4779183520405932,-0.35015285155672793,0
-0.0379177804173372,0.03240019529772571,-0.21655647781272241,-0.2802131905549039,-1.7314509192021723,-0.2942590151368298,0
-0.030003266967878944,0.02694581332401043,-0.20357238554934087,-0.6496954307826407,-1.8947756563666731,-0.1609156949091043,0
-0.01970898796132734,0.02048864971836524,-0.1896668121914125,-0.944211205130839,-1.9454507099444776,0.04586644110817154,0
-0.00776034000234456,0.013412198626761502,-0.1753806870278501,-1.1832466010969986,-1.8704784587044687,0.3174753561018689,0
0.004999543764406161,0.006091815548910309,-0.16106504992897067,-1.3887746211065035,-1.6672975641740229,0.6415006303214869,0
0.01767479606388284,-0.001126683603822231,-0.14686417171839666,-1.582777080885697,-1.3441095777284149,1.0027015460605246,0
0.029386535667708144,-0.007946223726130111,-0.1327207784177834,-1.7847844642660458,-0.9195558925660435,1.38404302056655,0
0.039341469220406614,-0.014134495979396063,-0.11840202367106131,-2.009635108742207,-0.42179022789525195,1.7677123558048728,0
0.04689360284978642,-0.01953584840982717,-0.10354305056085816,-2.265632086781013,0.11298437259734466,2.1360460692747028,0
0.05159390560875964,-0.024078182763562613,-0.08770364088292391,-2.5532411219864475,0.6424262993419816,2.472315953046613,0
0.05322385595327459,-0.02777419497155487,-0.07043264268303383,-2.8644298906566292,1.1203117300008556,2.7613446087995577,0
0.05181022589965016,-0.0307165858718363,-0.051334589065645246,-3.1827022405819516,1.4990237120834518,2.9899410333952696,0
0.04762004113083541,-0.0330672313607282,-0.030133094902361685,-3.4838338174639114,1.7321538836705463,3.147164897873547,0
0.04113623547629183,-0.035040708080702726,-0.006726126290555427,-3.737270924110745,1.7770931176362588,3.2244429874748146,0
0.033015977431808875,-0.03688299279085262,0.018771032391882065,-3.9081136131467376,1.597487842994498,3.215572234107016,0
0.02403491851599336,-0.03884656693580543,0.04599841625214115,-3.9595676849455557,1.165444054371479,3.1166504156960286,0
0.015021656388308019,-0.04116353843602725,0.07434195000380765,-3.8557188727661895,0.46337164609725245,2.9259774832948735,0
0.006787472609799047,-0.0440187078575816,0.10294321527213487,-3.5644568414843842,-0.5146222781703839,2.6439672808556827,0
5.6839190847796085e-05,-0.04752471645789872,0.13072853407235926,-3.0603581528541426,-1.761861940412817,2.2731011670964407,0
-0.004595758560989118,-0.05170148095614575,0.156456273776402,-2.3273281237817383,-3.2588007440622135,1.8179422873557116,0
-0.006797487586425716,-0.05646201287575068,0.17878004621554083,-1.3608038203455395,-4.973311694334451,1.2852130814360243,0
-0.006412883462442785,-0.06160641731055533,0.1963243156165569,-0.16933614804175015,-6.861569858783671,0.6839206539809082,0
-0.0035603217707229078,-0.06682536081514066,0.20776796833756797,1.2246011697993469,-8.869503389658625,0.025496940911889043,0
0.0013925730962367473,-0.07171360681562855,0.21193073897130724,2.784684818509074,-10.934767057062928,-0.6760943578135178,0
0.007854667809938685,-0.07579337894203417,0.20785708536064165,4.461752273184739,-12.989169528819117,-1.4043416852622705,0
0.015056439543935252,-0.07854638828976683,0.194892147816764,6.195742316277895,-14.96146289400785,-2.1403197029397423,0
0.022110904080406567,-0.0794524311142523,0.17274475728507543,7.918492560906767,-16.780381217427315,-2.8630249616132275,0
0.02808524622218414,-0.07803163316111986,0.14153299932384852,9.557254525091462,-18.377795877808005,-3.549946558808071,0
0.032076990813447365,-0.07388680714343965,0.10180854312645818,11.038724499904395,-19.691840643311178,-4.177878246041905,0
0.03328814033458412,-0.06674211903619787,0.054556819432759626,12.29333492523767,-20.66985009224131,-4.723945816764724,0
0.031091001226651527,-0.056474411128557535,0.001171272427188216,13.259511757485033,-21.270952496551388,-5.1667901023702365,0
0.025080375275825816,-0.0431341235147667,-0.05659855823481408,13.887584685686067,-21.468164872836326,-5.487817190632424,0
